Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,killjoy,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,jett,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,skye,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,viper,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,harbor,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,astra,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,raze,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,viper,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,killjoy,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,jett,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,skye,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,raze,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,omen,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,astra,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,fade,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,viper,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,killjoy,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,jett,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,skye,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,raze,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,omen,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,astra,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,sova,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,kayo,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,viper,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,killjoy,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,jett,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,skye,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,raze,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,astra,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,harbor,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,viper,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,killjoy,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,jett,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,skye,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,raze,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,astra,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,chamber,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,raze,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,jett,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,astra,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,viper,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,skye,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,killjoy,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,raze,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,jett,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,astra,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,brimstone,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,viper,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,skye,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,breach,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,killjoy,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,kayo,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,cypher,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,skye,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,raze,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,viper,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,killjoy,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,astra,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,jett,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,harbor,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,breach,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,cypher,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,sova,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,omen,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,brimstone,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,chamber,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,sage,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,reyna,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,kayo,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,phoenix,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,neon,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,iso,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,gekko,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,deadlock,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,yoru,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,skye,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,raze,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,viper,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,killjoy,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,astra,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,jett,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,harbor,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,breach,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,cypher,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,sova,100.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,omen,50.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,brimstone,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,chamber,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,fade,0.0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,sage,0.0
